Unnamed: 0,Content ID,User ID,Type,Datetime,intensity,duration,engagement_score,sentiment_score
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,,like,2021-06-05 18:00:42,1,0,0.0,0.0
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,d71363d5-6468-44b0-b641-94c4776bce98,hate,2020-11-18 23:37:37,1,0,0.0,0.0
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,acbac577-54c9-4476-af3c-a3241a3f4a19,interested,2021-05-09 02:42:43,1,0,0.0,0.0
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,dislike,2021-05-11 08:38:47,1,0,0.0,0.0
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,5870e611-6218-48e1-a9a0-ba86fe5598f7,peeking,2020-11-12 08:00:05,1,0,0.0,0.0
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,heart,2020-06-21 16:57:09,1,0,0.0,0.0
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,a6668254-c779-424c-8c8b-1762bf45916e,super love,2021-03-04 23:58:54,1,0,0.0,0.0
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,want,2020-07-09 16:47:07,1,0,0.0,0.0
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,b6d04982-1509-41ab-a700-b390d6cb4d02,hate,2020-08-01 19:16:01,1,0,0.0,0.0
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,2020-11-23 22:46:17,1,0,0.0,0.0
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,,scared,2020-12-11 14:08:51,1,0,0.0,0.0
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,dislike,2021-04-23 23:41:18,1,0,0.0,0.0
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,want,2020-11-13 00:33:42,1,0,0.0,0.0
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,interested,2021-06-09 10:13:56,1,0,0.0,0.0
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,94bf7864-a52e-405e-a729-9702bf79c234,love,2020-10-29 19:41:49,1,0,0.0,0.0
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,31d378e7-9e95-4e8a-b564-7fd346027dfe,heart,2021-05-14 12:47:27,1,0,0.0,0.0
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,disgust,2020-08-04 05:40:33,1,0,0.0,0.0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,2020-08-07 04:09:29,1,0,0.0,0.0
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,adore,2020-10-23 21:19:27,1,0,0.0,0.0
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,2020-11-14 23:53:51,1,0,0.0,0.0
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,,worried,2020-08-04 19:26:08,1,0,0.0,0.0
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,9a84c667-c913-47ce-be69-0f847dbfe0db,interested,2020-11-12 04:54:46,1,0,0.0,0.0
94,356fff80-da4d-4785-9f43-bc1261031dc6,,,2020-08-28 23:43:55,1,0,0.0,0.0
95,356fff80-da4d-4785-9f43-bc1261031dc6,c8145b49-3841-466e-9d49-a636ce2e7d1f,worried,2021-04-03 12:17:12,1,0,0.0,0.0
96,356fff80-da4d-4785-9f43-bc1261031dc6,ef56931b-540b-4166-9090-73ae48ac8d97,want,2020-09-27 22:15:54,1,0,0.0,0.0
97,356fff80-da4d-4785-9f43-bc1261031dc6,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,heart,2020-10-27 05:45:15,1,0,0.0,0.0
98,356fff80-da4d-4785-9f43-bc1261031dc6,8f41c07f-db4f-44f3-ae81-1f99cee047eb,scared,2020-10-15 09:11:23,1,0,0.0,0.0
99,356fff80-da4d-4785-9f43-bc1261031dc6,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,2021-05-07 09:16:35,1,0,0.0,0.0
100,356fff80-da4d-4785-9f43-bc1261031dc6,0c5b0547-820a-4beb-832e-3162f74ccfa7,hate,2020-09-16 08:39:40,1,0,0.0,0.0
101,356fff80-da4d-4785-9f43-bc1261031dc6,de1d478e-3552-4223-b039-d3086cc485ec,indifferent,2020-10-29 15:38:26,1,0,0.0,0.0
102,01ab84dd-6364-4236-abbb-3f237db77180,,,2021-02-08 21:55:56,1,0,0.0,0.0
103,01ab84dd-6364-4236-abbb-3f237db77180,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,scared,2021-05-24 18:03:26,1,0,0.0,0.0
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,,2020-10-16 07:42:49,1,0,0.0,0.0
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,interested,2021-02-25 20:02:53,1,0,0.0,0.0
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,2546684f-0387-4c46-b19b-9a5ddb2ef221,hate,2021-05-02 03:45:03,1,0,0.0,0.0
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,bc142f57-1307-46c6-9975-8c3a1e5f540c,want,2021-01-28 08:49:29,1,0,0.0,0.0
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,766886c9-a63a-4446-bb4a-07d611b3b212,peeking,2021-02-15 13:06:04,1,0,0.0,0.0
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d16ed6bf-d35e-463b-92b0-393ee67e220c,dislike,2020-11-04 21:25:52,1,0,0.0,0.0
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,love,2020-06-23 22:12:03,1,0,0.0,0.0
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,132b1407-16fa-48f8-8112-3e426974bbb7,cherish,2021-02-16 04:01:15,1,0,0.0,0.0
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,9bb5d084-0b28-4352-8591-5b5a4efecdf0,interested,2021-01-03 08:44:25,1,0,0.0,0.0
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,49da0743-cb4d-4c84-b6a2-537bbe7256d1,adore,2020-11-25 12:45:41,1,0,0.0,0.0
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,like,2020-12-03 16:47:33,1,0,0.0,0.0
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,8b49caad-bcc5-43de-bf40-34a66ff8805c,like,2021-05-22 21:03:24,1,0,0.0,0.0
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,cherish,2021-01-18 13:39:54,1,0,0.0,0.0
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,3205ad12-726a-4b65-a15a-1a899a9d310b,indifferent,2021-01-06 00:35:24,1,0,0.0,0.0
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,adore,2021-05-14 14:33:17,1,0,0.0,0.0
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,worried,2021-05-27 15:21:54,1,0,0.0,0.0
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,peeking,2020-07-21 02:12:26,1,0,0.0,0.0
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,48bed4d7-0329-472c-96d9-b23a103eb834,dislike,2021-05-26 06:09:46,1,0,0.0,0.0
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,dislike,2021-02-25 03:16:57,1,0,0.0,0.0
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,0c347562-ce55-450b-91ab-0707662b36f5,intrigued,2020-12-07 22:50:16,1,0,0.0,0.0
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,indifferent,2020-10-24 14:06:32,1,0,0.0,0.0
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,a6f003be-b0fd-4100-b4cc-f568a21b9745,peeking,2020-09-01 21:18:45,1,0,0.0,0.0
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d27670c9-f85e-43e0-80a7-122cba908f10,adore,2021-05-10 22:07:25,1,0,0.0,0.0
127,3f8590c7-6ab2-4973-805a-90cdec355f05,,,2020-12-07 12:12:11,1,0,0.0,0.0
128,3f8590c7-6ab2-4973-805a-90cdec355f05,0c5b0547-820a-4beb-832e-3162f74ccfa7,cherish,2021-02-12 16:37:36,1,0,0.0,0.0
129,3f8590c7-6ab2-4973-805a-90cdec355f05,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,2021-04-28 15:22:49,1,0,0.0,0.0
130,3f8590c7-6ab2-4973-805a-90cdec355f05,1e571af5-1796-424c-b744-a925897d44a3,intrigued,2021-01-24 00:38:50,1,0,0.0,0.0
131,3f8590c7-6ab2-4973-805a-90cdec355f05,48bed4d7-0329-472c-96d9-b23a103eb834,worried,2021-03-18 01:53:44,1,0,0.0,0.0
132,3f8590c7-6ab2-4973-805a-90cdec355f05,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,disgust,2021-01-14 07:21:32,1,0,0.0,0.0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,77a7b81e-96f7-4e5a-92c7-5b07f7333913,heart,2020-12-23 04:11:42,1,0,0.0,0.0
134,3f8590c7-6ab2-4973-805a-90cdec355f05,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,2021-05-21 07:23:46,1,0,0.0,0.0
135,3f8590c7-6ab2-4973-805a-90cdec355f05,dbacabf8-7ebd-4f22-a261-59d8dad306f1,like,2021-03-28 23:25:16,1,0,0.0,0.0
136,3f8590c7-6ab2-4973-805a-90cdec355f05,c43c2351-9591-4122-acdd-b521723d7292,peeking,2020-09-16 07:33:24,1,0,0.0,0.0
137,3f8590c7-6ab2-4973-805a-90cdec355f05,,indifferent,2020-11-08 10:53:19,1,0,0.0,0.0
138,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,heart,2021-03-06 05:23:29,1,0,0.0,0.0
139,3f8590c7-6ab2-4973-805a-90cdec355f05,10f311c3-f547-4260-8c0e-a155008b7936,disgust,2021-01-13 23:35:56,1,0,0.0,0.0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,37867a23-d07b-4990-8fa8-d694cf7d3b1b,want,2020-09-06 22:35:47,1,0,0.0,0.0
141,3f8590c7-6ab2-4973-805a-90cdec355f05,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,interested,2020-06-24 09:31:00,1,0,0.0,0.0
142,3f8590c7-6ab2-4973-805a-90cdec355f05,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,2021-02-07 21:39:16,1,0,0.0,0.0
143,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,intrigued,2021-01-21 18:28:01,1,0,0.0,0.0
144,3f8590c7-6ab2-4973-805a-90cdec355f05,bfe23c39-f814-4282-b0f7-506cd8295b8a,dislike,2021-02-27 00:21:50,1,0,0.0,0.0
145,3f8590c7-6ab2-4973-805a-90cdec355f05,de39bbda-66a8-4c52-835a-7a104cf7f081,worried,2020-08-22 12:06:49,1,0,0.0,0.0
146,3f8590c7-6ab2-4973-805a-90cdec355f05,5a1ab9a3-1983-4021-9557-d3700a276746,cherish,2020-08-03 06:29:58,1,0,0.0,0.0
147,3f8590c7-6ab2-4973-805a-90cdec355f05,,scared,2020-08-02 06:20:43,1,0,0.0,0.0
148,3f8590c7-6ab2-4973-805a-90cdec355f05,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,want,2021-06-04 04:57:36,1,0,0.0,0.0
149,3f8590c7-6ab2-4973-805a-90cdec355f05,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,super love,2020-10-21 09:07:21,1,0,0.0,0.0
150,3f8590c7-6ab2-4973-805a-90cdec355f05,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,dislike,2020-12-26 19:46:34,1,0,0.0,0.0
151,3f8590c7-6ab2-4973-805a-90cdec355f05,596342af-6379-4551-8379-f4b805f9d576,scared,2021-03-02 22:47:19,1,0,0.0,0.0
152,3f8590c7-6ab2-4973-805a-90cdec355f05,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,indifferent,2021-03-31 09:48:00,1,0,0.0,0.0
153,3f8590c7-6ab2-4973-805a-90cdec355f05,a6133f47-5586-434e-8be1-1e7122db1c0e,interested,2021-06-14 13:44:48,1,0,0.0,0.0
154,3f8590c7-6ab2-4973-805a-90cdec355f05,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,2020-12-27 17:04:31,1,0,0.0,0.0
155,3f8590c7-6ab2-4973-805a-90cdec355f05,740a4abd-187d-4783-990b-161c52fb5f86,scared,2021-02-11 03:51:01,1,0,0.0,0.0
156,3f8590c7-6ab2-4973-805a-90cdec355f05,15cf4392-8541-422b-8957-a9c0380c11d9,interested,2020-12-07 19:07:35,1,0,0.0,0.0
157,3f8590c7-6ab2-4973-805a-90cdec355f05,,interested,2020-12-28 08:31:27,1,0,0.0,0.0
158,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,interested,2020-10-26 05:27:32,1,0,0.0,0.0
159,3f8590c7-6ab2-4973-805a-90cdec355f05,6178d76a-af2e-4453-93ee-02ca23ed3fdc,worried,2020-09-26 18:43:58,1,0,0.0,0.0
160,3f8590c7-6ab2-4973-805a-90cdec355f05,3a752edf-f723-46a5-bffb-4a9ed6475546,scared,2020-11-25 13:01:22,1,0,0.0,0.0
161,3f8590c7-6ab2-4973-805a-90cdec355f05,79acce4b-b991-4a68-b762-d496686a4f32,heart,2020-07-11 05:51:54,1,0,0.0,0.0
162,3f8590c7-6ab2-4973-805a-90cdec355f05,80c36ce2-2cef-4a47-a563-d2a60a2b1825,heart,2021-03-19 16:23:19,1,0,0.0,0.0
163,3f8590c7-6ab2-4973-805a-90cdec355f05,73a9e869-62a6-4508-b146-20dc9de19276,interested,2020-10-11 18:31:06,1,0,0.0,0.0
164,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,heart,2020-11-02 20:15:03,1,0,0.0,0.0
165,3f8590c7-6ab2-4973-805a-90cdec355f05,192a526b-4952-4bda-b659-4661dab12716,want,2020-10-01 03:35:13,1,0,0.0,0.0
166,3f8590c7-6ab2-4973-805a-90cdec355f05,054b5d2a-7ee3-49c8-912a-1cf58389ae60,disgust,2021-02-11 20:10:20,1,0,0.0,0.0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,,want,2021-02-07 15:59:10,1,0,0.0,0.0
168,3f8590c7-6ab2-4973-805a-90cdec355f05,89572273-761e-46f3-8b99-1689d98aac90,hate,2020-10-17 11:46:24,1,0,0.0,0.0
169,3f8590c7-6ab2-4973-805a-90cdec355f05,c8145b49-3841-466e-9d49-a636ce2e7d1f,like,2020-08-09 19:41:24,1,0,0.0,0.0
170,3f8590c7-6ab2-4973-805a-90cdec355f05,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,love,2021-02-01 02:40:09,1,0,0.0,0.0
